Dean Heller,none,none
Joseph Henchman,none,none
Nia-Malika Henderson,none,none
Joshua Henne,None,New Jersey
Robert Henneke,Organization,Texas
Jeb Hensarling,Republican,Texas
Scott Henson,None,Texas
Steve Henson,Democrat,Georgia
Heritage Foundation,None,"Washington, D.C."
Jeffrey Hernandez,none,none
Sally Hernandez,Democrat,Texas
Juan Hernández,Republican,Texas
Mark Herring,Democrat,Virginia
Will Herring,None,Texas
Hugh Hewitt,none,none
Justin Hewlett,Republican,Texas
Jody Hice,none,none
John Hickenlooper,none,none
Darryl Hicks,none,none
Joshua Higginbotham,Republican,West Virginia
Brian Higgins,Democrat,New York
Bill Hightower,none,none
Jim Hightower,Democrat,Texas
Judson Hill,none,none
Marc Lamont Hill,none,none
Matthew Hill,Republican,Tennessee
Hillsborough Area Regional Transit,none,none
Barry Hinckley,Republican,Rhode Island
Brook Hines,none,none
Mark Hinkle,Libertarian,California
Ruben Hinojosa,Democrat,Texas
Gilberto Hinojosa,Democrat,Texas
Gina Hinojosa,None,Texas
"Juan ""Chuy"" Hinojosa",Democrat,Texas
Gordon Hintz,none,none
Paul Hipp,None,New York
Paul Hirschbiel,Democrat,Virginia
Lauren Hitt,Democrat,Pennsylvania
Renee Hoagenson,Democrat,Missouri
Scott Hochberg,Democrat,Texas
Kathy Hochul,Democrat,New York
Glenna Hodge,None,Texas
Ken Hodges,Democrat,Georgia
Dawson Hodgson,Republican,Rhode Island
Pete Hoekstra,Republican,Michigan
David Hogg,None,Florida
Ilyse Hogue,none,none
Eric Holcomb,Republican,Indiana
Tamara Holder,None,Illinois 
Doug Holder,Republican,Florida
Eric Holder,Democrat,"Washington, D.C."
George Holding,Republican,North Carolina
John Holdren,none,none
Lee Holloway,None,Wisconsin
David Holmes,Democrat,Texas
Eleanor Holmes Norton,Democrat,District of Columbia
Jim Holperin,Democrat,Wisconsin
Rush Holt,none,none
Dwight Holton,none,none
Lowell Holtz,None,Wisconsin
Douglas Holtz-Eakin,none,none
Mike Honda,Democrat,California
With Honor,none,none
Ron Hood,Republican,Ohio
Margaret Hoover,None,New York
Randy Hopper,Republican,Wisconsin
Jennifer Horn,Republican,New Hampshire
Denny Hoskins,Republican,Missouri
Carl Hosticka,none,none
Jay Hottinger,Republican,Ohio
Harry Houck,none,none
Edd Houck,Democrat,Virginia
Arizona House Democrats,Democrat,Arizona
Florida House Majority Office,Republican,Florida
House Majority PAC,Democrat,"Washington, D.C."
House Natural Resources Committee Republicans,none,none
House Republican Conference,none,none
House Republicans,none,none
Karin Housley,Republican,Minnesota
Ora Houston,None,Texas
Sam Houston,none,none
HoustonChronicle-tv.com,none,none
Eric Hovde,none,none
Lynette Howard,Republican,Georgia
Donna Howard,Democrat,Texas
Paul Howard,None,Georgia
Lynn Howe,Democrat,Oregon
Janet Howell,Democrat,Virginia
William Howell,Republican,Virginia
Steny Hoyer,Democrat,Maryland
William Benson Huber,none,none
Karen Huber,Democrat,Texas
Mike Huckabee,Republican,Arkansas
Sarah Huckabee Sanders,none,none
Hank Huckaby,None,Georgia
Ralph Hudgens,Republican,Georgia
Richard Hudson,Republican,North Carolina
Ann Hudspeth,None,Texas
Mike Huebsch,Republican,Wisconsin
Don Huffines,Republican,Texas
Arianna Huffington,none,none
Jim Huffman,Republican,Oregon
Bryan Hughes,Republican,Texas
Tom Hughes,Democrat,Oregon
Brett Hulsey,none,none
Brit Hume,none,none
John Humphries,None,Wisconsin
Carol Hunstein,None,Georgia
Dave Hunt,Democrat,Oregon
Al Hunt,none,none
Tommy Hunter,Republican,Georgia
Todd Hunter,Republican,Texas
Duncan Hunter,Republican,California
Duncan Hunter,Republican,California
Jon Huntsman,Republican,Utah
John Huppenthal ,Republican,Arizona
Will Hurd,Republican,Texas
Diane Hurley,Business leader,Rhode Island
Julia Hurley,Republican,Tennessee
Robert Hurt,Republican,Virginia
Jon Husted,Republican,Ohio
Markel Hutchins,Democrat,Georgia
Kay Bailey Hutchison,Republican,Texas
John Hutson,None,New Hampshire
Mike Hymes,Democrat,Virginia
Ideas Illinois,none,none
Arsalan Iftikhar,None,"Washington, D.C."
David Ignatius,none,none
SEIU Healthcare Illinois & Indiana ,none,none
Immigration Policy Center,Organization,Washington D.C.
Impact America Action,none,none
Deirdre Imus,none,none
Austin Independent School District,None,Texas
Independent Texans,none,none
Addicting Information,none,none
 Infowars,none,none
Laura Ingraham,none,none
James Inhofe,Republican,Oklahoma
Safety For All Initiative,None,California 
Dustin Inman Society,Organization,Georgia
Jay Inslee,none,none
Instagram posts,none,none
Illinois Family Institute,None,Illinois
Heartland Institute,none,none
Illinois Policy Institute,None,Illinois
Urban Intellectuals,none,none
Occupational Knowledge International,none,none
International News Trends,none,none
Internet commenters,None,Wisconsin
Investor's Business Daily,none,none
Iowans for Some Semblance of Christian Decency,None,Iowa
Shaun Ireland,none,none
Jason Isaac,Republican,Texas
Johnny Isakson,Republican,Georgia
Celia Israel,Democrat,Texas
Steve Israel,Democrat,New York
Darrell Issa,Republican,California
It's Still a Bad Idea,Organization,Oregon
Job Itzkowitz,None,Pennsylvania
Jeanne Ives,Republican,Illinois
Debbie Jackow,none,none
E.W. Jackson,Republican,Virginia
Bill Jackson,Republican,Georgia
Darren Jackson,Democrat,North Carolina
Jesse Jackson,Democrat,Illinois
Victoria Jackson,Republican,Florida
Ted Jackson,Democrat,Georgia
Sheila Jackson Lee,Democrat,Texas
Bernard Jackvony,Republican,Rhode Island
Mark Jacobs,Republican,Iowa
Sonji Jacobs,Democrat,Georgia
A.J. Jacobs,none,none
Chris Jacobs,Republican,New York
Robert Jacquard,Democrat,Rhode Island
Andre Jacque,none,none
Letitia James,Democrat,New York
Tim James,Republican,Alabama
Donzella James,Democrat,Georgia
Sly James,None,Missouri
Craig James,Republican,Texas
Bill Janis,Republican,Virginia
Valerie Jarrett,Democrat,Illinois
Gregg Jarrett,none,none
Jonathan Jarvis,none,none
Rick Jasperse,Republican,Georgia
Rula Jebreal,none,none
Terry Jeffrey,None,Virginia
Hakeem Jeffries,Democrat,New York
Evan Jenkins,none,none
Malcolm Jenkins,none,none
Lynn Jenkins,Republican,Kansas
Caitlyn Jenner,Activist,California
Jersey Central Power & Light,none,none
Morten Jerven,none,none
Nancy Jester,None,Georgia
Mark Jewell,Labor leader,NC
Bobby Jindal,Republican,Louisiana
Xi Jinping ,None,China
Jobs Ohio,None,Ohio
Elton John,None,Atlanta
John Birch Society,none,none
John Bolton SuperPAC,none,none
Dawn Johnsen,Democrat,Indiana
Boris Johnson,none,none
Larry Johnson,Democrat,Georgia
Derrick Johnson,None,Maryland
Melissa Johnson,none,none
William Johnson,none,none
Anthony Johnson,Activist,Oregon
Sam Johnson,Republican,Texas
Mark Johnson,none,none
Eddie Bernice Johnson,Democrat,Texas
Bill Johnson,Republican,Ohio
Ron Johnson,Republican,Wisconsin
Eric Johnson,none,none
Gary Johnson,Libertarian,New Mexico
Hank Johnson,Democrat,Georgia
LaTonya Johnson,Democrat,Wisconsin
Johnson Controls,none,none
Patrick Johnston,None,Ohio
David Jolly,Republican,Florida
James Jolly,none,none
Chris Jones,Republican,Virginia
Jan Jones,Republican,Georgia
Alex Jones,none,none
Martavius Jones,Democrat,Tennessee
Van Jones,Democrat,"Washington, D.C."
Vernon Jones,none,none
Dwight Jones,Democrat,Virginia
Jerry Jones,None,Texas
Scott Jones,Republican,California
Dennis Jones,Republican,Florida
Seneca Jones,None,Oregon
Kendall Jones,none,none
Doug Jones,Democrat,Alabama
Julius Jones,Activist,Massachusetts
Jim Jordan,Republican,Ohio
Mary Jordan,None,"Washington, D.C."
Kris Jordan,Republican,Ohio
Brian Joseph,None,West Virginia
Colin Jost,None,New York
Dave Joyce,Republican,Ohio
Arthenia Joyner,Democrat,Florida
Grady Judd,Republican,Florida
Ashley Judd,none,none
Patty Judge,Democrat,Iowa
Judicial Confirmation Network,none,none
Judicial Watch,none,none
Jeff Judson,Tea Party member,Texas
Charlie Justice,none,none
Jim Justice,Republican,West Virginia
Demand Justice,none,none
Colin Kaepernick,none,none
Deborah Kafoury,None,Oregon
Elena Kagan,Democrat,New York
Steve Kagen,Democrat,Wisconsin
Nick Kahl,Democrat,Oregon
Tim Kaine,Democrat,Virginia
Amardeep Kaleka,none,none
Pardeep Kaleka,none,none
Warren Kampf,Republican,Pennsylvania
Ted Kanavas,Republican,Wisconsin
Jason Kander,Democrat,Missouri
Robert Kando,State official,Rhode Island
Lauren Kane,Republican,Georgia
Dan Kapanke,Republican,Wisconsin
Chris Kapenga,none,none
Jeremy Kapstein,Democrat,Rhode Island
Marcy Kaptur,Democrat,Ohio
Fred Karger,Republican,California
Jonathan Karl,none,none
John Kasich,Republican,Ohio
Marc Kasowitz,none,none
Terry Katsma,Republican,Wisconsin
Marc Katz,Democrat,Texas
Joyce Kaufman,Talk show host,Florida
Dan Kaufman,none,none
Brian Kavanagh,Democrat,New York
Brett Kavanaugh,none,none
Katty Kay,none,none
Tom Kean ,Republican,New Jersey
Tom Kean Jr. ,none,none
Jack Keane,none,none
Eric Kearney,Democrat,Ohio
Michael Kearns,Democrat,New York
Frank Keating,Republican,Oklahoma
Philip Keefe,Labor leader,Rhode Island
Joel Keehn,none,none
Vernon Keenan,None,Georgia
Vernon Keenan ,None,Georgia
Tarina Keene,Organization,Virginia
Keep Austin Healthy PAC,none,none
Keep Conservatives United,Republican,North Carolina
Keep the Promise 1 PAC,none,none
Oath Keepers,none,none
Jim Keffer,Republican,Texas
Brianna Keilar,none,none
"Reps. Keith Rothfus, Mike Kelly and Bill Shuster",none,none
Jason Keller ,Labor leader,Illinois 
John Kelly,none,none
Mark Kelly,none,none
Megyn Kelly,none,none
Gary Kelly,none,none
Brendan Kelly,Democrat,Illinois
Minka Kelly,none,none
Hannah Kelly,Republican,Missouri
Mike Kelly,Republican,Pennsylvania
Brendan Kelly,Democrat,Illinois
Brian Kemp,Republican,Georgia
Kip Kendrick,Democrat,Missouri
Brian Patrick Kennedy,Democrat,Rhode Island
Chris Kennedy,none,none
Patrick Kennedy,Democrat,Rhode Island
Joe Kennedy,Democrat,Massachusetts
Bryan Kennedy,None,Wisconsin
John Kennedy,none,none
Chris Garrett and Bill Kennemer,None,Oregon
Bill Kennemer,none,none
Jim Kenney,Democrat,Pennsylvania
Phil Kent,Republican,Georgia
Kentucky Opportunity Coalition,Republican,Kentucky
Alissa Keny-Guyer,Democrat,Oregon
Mike Keown,Republican,Georgia
Gil Kerlikowske,Democrat,Washington state
Phil Kerpen,Republican,"Washington, D.C."
John Kerry,Democrat,Massachusetts
Barbara Keshishian,None,New Jersey
Nicholas Kettle,Republican,Rhode Island
Scott Keyes,none,none
Jon Keyser,Republican,Colorado
Khizr Khan,none,none
Ro Khanna,Democrat,California
Ban Ki-moon,none,none
Martin Kiar,Democrat,Florida
Jane Kidd,none,none
Colleen Kiernan,None,Georgia
Ruben Kihuen,Democrat,Nevada
Larry Kilgore,none,none
Peter Kilmartin,Democrat,Rhode Island
Brian Kilmeade,none,none
Jimmy Kimmel,None,California
Bob Kincaid,Democrat,West Virginia
Ron Kind,Democrat,Wisconsin 
Peter Kinder,Republican,Missouri
Peter King,Republican,New York
Phil King,Republican,Texas
Chris King,Democrat,Florida
"Kernan ""Kerry"" King",Republican,Rhode Island
Steve King,Republican,Iowa
John King,none,none
Tom King,None,New York
Steven King,none,none
Angus King,Independent,Maine
Bob King,None,Michigan
D.A. King,None,Georgia
Karl King,None,Oregon
Stephen King,none,none
Jessica King,Democrat,Wisconsin
Jack Kingston,Republican,Georgia
Adam Kinzinger,Republican,Illinois
Kiplinger.com,None,Georgia
John Kirby,Democrat,"Washington, D.C."
Mark Kirk,Republican,Illinois
Ann Kirkpatrick,Democrat,Arizona
Henry Kissinger,none,none
John Kitzhaber,Democrat,Oregon
Joel Klatt,none,none
Rebecca Kleefisch,Republican,Wisconsin
Joel Kleefisch,Republican,Wisconsin
Ron Klein,Democrat,Florida
John Klenke,Republican,Wisconsin
John Kline,none,none
Amy Klobuchar,Democrat,Minnesota
JoAnne Kloppenburg,None,Wisconsin
Tim Knopp,none,none
Ramey Ko,Democrat,Texas
Kris Kobach,Republican,Kansas
Charles Koch,None,Kansas
Andrew Koenig,Republican,Missouri
Herb Kohl,Democrat,Wisconsin
Dan Kohl,none,none
Sally Kohn,none,none
Brian Kolb,Republican,New York
Lois Kolkhorst,Republican,Texas
Anna Kooiman,none,none
Robert Koons,none,none
Linda Koop,Republican,Texas
Dale Kooyenga,Republican,Wisconsin
Kaye Kory,Democrat,Virginia
Chris Koster,Democrat,Missouri
Jeff Kottkamp,Republican,Florida
Nik Kovac,None,Wisconsin
Robert Kraig,none,none
Larry Krasner,Democrat,Pennsylvania
Will Kraus,Republican,Missouri
Bruce Kraus,Democrat,Pennsylvania
Charles Krauthammer,none,none
Joyce Krawiec,Republican,North Carolina
Paige Kreegel,Republican,Florida
Pat Kreitlow,none,none
Jesse Kremer,none,none
Amy Kremer,Tea Party member,Georgia
Stephen Kretzmann,none,none
Rick Kriseman,Democrat,Florida
Nicholas Kristof,none,none
Bill Kristol,None,"Washington, D.C."
Alan Krueger,Democrat,"Washington, D.C."
Paul Krugman,none,none
Jeff Kruse,Republican,Oregon
Ronald Kuby,none,none
Dennis Kucinich,Democrat,Ohio
Charles Kuck,None,Georgia
Larry Kudlow,Republican,New York
María Teresa Kumar,none,none
Francis Kung'u,none,none
Jared Kushner,none,none
Jon Kyl,Republican,Arizona
Jim Kyle,Democrat,Tennessee
Joseph Kyrillos,Republican,New Jersey
LGBT Progress,Organization,"Washington, D.C."
LIBRE Initiative,none,none
Doug La Follette,none,none
La Raza,none,none
Raymond LaHood,Republican,Illinois
Wayne LaPierre,none,none
Troy LaRaviere,none,none
Steve LaTourette,Republican,Ohio
Raul Labrador,Republican,Idaho
Ladies of Liberty,none,none
Stephen Laffey,Republican,Colorado
Christine Lagarde,none,none
Rosemary Laird,None,Florida
Conor Lamb,Democrat,Pennsylvania
Gary Lambert,Republican,New Hampshire
Ovide Lamontagne,Republican,New Hampshire
Jim Lampley,none,none
Lanny Lancaster,none,none
Leonard Lance,none,none
Keisha Lance Bottoms,none,none
Ken Lanci,Independent,Ohio
Richard Land,none,none
Terri Lynn Land,Republican,Michigan
Steven Landes,Republican,Virginia
Mary Landrieu,Democrat,Louisiana
Ian Lang,Newsmaker,Rhode Island
Roberta Lange,Democrat,Nevada
James Langevin,Democrat,Rhode Island
Ken Langone,None,New York
Nicholas Langworthy,Republican,New York
Martha Laning,none,none
James Lankford,Republican,Oklahoma
Beatrice Lanzi,Democrat,Rhode Island
Ricardo Lara,none,none
Brent Larkin,None,Ohio
John Larson,Democrat,Connecticut
Chris Larson,Democrat,Wisconsin
Lars Larson,None,Oregon
Frank Lasee,none,none
Julie Lassa,Democrat,Wisconsin
Babur Lateef,Democrat,Virginia
Bob Latta,Republican,Ohio
Jack Latvala,Republican,Florida
Chris Latvala,Republican,Florida
Susan Latvala,None,Florida
Jodie Laubenberg,Republican,Texas
Matt Lauer,none,none
Frank Lautenberg,Democrat,New Jersey
Peter Lavelle,none,none
George Lavender,Republican,Texas
Sergey Lavrov,None,Russia
Terry Lawler,None,Georgia
Mary Lazich,Republican,Wisconsin
Rick Lazio,none,none
George LeMieux,Republican,Florida
Paul LePage,Republican,Maine
New Leadership PAC,Republican,Texas
Leaflet,None,None
League of Conservation Voters,none,none
League of Women Voters of Florida,None,Florida
League of Women Voters of Texas Education Fund,none,none
League of Women Voters of the Austin Area,Organization,Texas
Patrick Leahy,Democrat,Vermont
LearnProgress.org,none,none
Fran Lebowitz,Democrat,New York
Lilly Ledbetter,Democrat,Alabama
Susie Lee,Democrat,Nevada
General Beauregard Lee,None,Georgia
Michael Lee,none,none
John Lee,Republican,Oregon
Tim Lee,none,none
Mike Lee,Republican,Utah
Barbara Lee,Democrat,California
"Virginia ""Jennie Lou"" Leeder",Democrat,Texas
Lee Leffingwell,Democrat,Texas
John Legend,none,none
Ken Legler,Republican,Texas
Charlotte Lehan,None,Oregon
John Lehman,Democrat,Wisconsin
Rosemary Lehmberg,Democrat,Texas
Peggy Lehner,Republican,Ohio
Debra Lehrmann,none,none
Joe Leibham,none,none
Don Lemon,Journalist,Georgia
Jay Leno,none,none
Randy Leonard,None,Oregon
Tom Leppert,Republican,Texas
Steve Leslie,None,Texas
Raymond Lesniak,none,none
Lawrence Lessig,Activist,Massachusetts
Let America Work,Organization,Wisconsin
Let Freedom Ring,none,none
Let's Get To Work,Republican,Florida
Tom Letson,Democrat,Ohio
Sharlene Leurig,None,Texas
Allan Levene,Republican,Georgia
Hillary Mann Leverett,none,none
Paul Levesque,None,Connecticut
Sander Levin,Democrat,Michigan
Carl Levin,none,none
Philip Levine,Democrat,Florida
Kevin Levitas,none,none
Joseph Levy,none,none
Jack Lew,Democrat,"Washington, D.C. "
Corey Lewandowski,none,none
John Lewis,Democrat,Georgia
Karen Lewis,None,Illinois
Carl Lewis,Democrat,New Jersey
David Lewis,Republican,North Carolina
Ray Lewis,none,none
Liberal Blogger,none,none
Liberals Are Cool,none,none
Libertarian National Committee ,none,none
Libertarian Party of Broward County,Libertarian,Florida
Libertarian Party of Georgia,none,none
Libertarian Party of Texas,Libertarian,Texas
Liberty Counsel,none,none
Liberty Headlines,none,none
Liberty Institute,None,Texas
Libraries Yes! Committee,None,Oregon
Richard Licht,Democrat,Rhode Island
Joe Lieberman,Independent,Connecticut
Ted Lieu,Democrat,California
Lori Lightfoot,none,none
Lights For Liberty,none,none
Charlene Lima,Democrat,Rhode Island
Rush Limbaugh,none,none
Blanche Lincoln,Democrat,Arkansas
Joee Lindbeck,State official,Rhode Island
Thomas Lindsay,None,Texas
Shawn Lindsay,Republican,Oregon
Edward Lindsey,Republican,Georgia
Scott Lingamfelter,Republican,Virginia
Ann Lininger,county commissioner,Oregon
Dennis Linthicum,Republican,Oregon
Maxine Lipeles,None,Missouri
Daniel Lipinski,Democrat,Illinois
Stephen Lisauskas,Newsmaker,Massachusetts
Annie's List,Democrat,Texas
Michelle Litjens,Republican,Wisconsin
Alison Littell McHose,Republican,New Jersey
Christopher Little,none,none
Anna Little,Republican,New Jersey
Livable Damascus,None,Oregon
Ryan Lizza,none,none
Daniel Llanes,Democrat,Texas
Rees Lloyd,None,Oregon
Frank LoBiondo,none,none
Local 799 of the International Assoc. of Fire Fighters ,None,Rhode Island
Mamie Locke,Democrat,Virginia
Dana Loesch,none,none
Zoe Lofgren,Democrat,California
Log Cabin Republicans,none,none
John Lombardi,Democrat,Rhode Island
LondonWebNews.com,none,none
Lone Star First,None,Texas
Lone Star Project,Democrat,Washington
Steve Lonegan,Republican,New Jersey
Michael Long,Conservative,New York
Wendy Long,none,none
Bryan Long,Democrat,Georgia
Ralph Long,Democrat,Georgia
Evan Longoria,None,Florida
Eva Longoria,none,none
Steve Loomis,None,Ohio
Alfonso Lopez,Democrat,Virginia
Delia Lopez,Republican,Oregon
Carlos Lopez-Cantera,Republican,Florida
Jeffrey Loria,None,Florida
John Lott,none,none
John Loud,None,Georgia
Barry Loudermilk,Republican,Georgia
John Loughlin,Republican,Rhode Island
Marcus Low,none,none
Tom Lowe,Republican,Georgia
Nita Lowey,Democrat,New York
Rich Lowry,none,none
Mario Loyola,None,Texas
Earnell Lucas,Democrat,Wisconsin
Dan Lucas,Republican,Oregon
Tom Luce,None,Texas
"Eddie Lucio, Jr.",Democrat,Texas
John Ludlow,none,none
Richard Lugar,Republican,Indiana
Cynthia Lummis,none,none
Lumos,none,none
Alison Lundergan Grimes,Democrat,Kentucky
Matt Lundy,Democrat,Ohio
Dan Lungren,Republican,California
Frank Luntz,Republican,Unknown
Bill Lynch,Democrat,Rhode Island
Cormick Lynch,Republican,Rhode Island
Erin Lynch,Democrat,Rhode Island
Loretta Lynch,none,none
Patrick Lynch,Democrat,Rhode Island
Ted Lyon,Democrat,Texas
MSNBC,none,none
Ron Maag,Republican,Ohio
Ed MacDougall,Republican,Florida
Doug MacGinnitie,Republican,Georgia
MacIver Institute,Independent,Wisconsin
Connie Mack,Republican,Florida
Matt Mackowiak,Republican,Texas
Rachel Maddow,none,none
Scott Maddox,Democrat,Florida
Michael Madigan,Democrat,Illinois
Madison Action Fund,none,none
David Madland,none,none
Seth Magaziner,Democrat,Rhode Island
Bill Maher,Independent,California
Daily Mail,none,none
Majority PAC,none,none
Make Us Great Again,none,none
Mike Males,none,none
Robert Malin,Activist,Rhode Island
Tom Malinowski,Democrat,New Jersey
Michelle Malkin,None,Colorado
Nicole Malliotakis,Republican,New York
Dannel Malloy,Democrat,Connecticut
Chris Malone,Republican,North Carolina
Carolyn Maloney,Democrat,New York
Sean Patrick Maloney,Democrat,New York
Paul Manafort,none,none
Joe Manchin,Democrat,West Virginia
Eva Marie Mancuso,State official,Rhode Island
Josh Mandel,Republican,Ohio
Paul Mango,Republican,Pennsylvania
Jeff Mann,none,none
Kathy Manning,Democrat,North Carolina
Judy Manning,Republican,Georgia
Mary Mannix,Business leader,Virginia
Tax March,none,none
Sergio Marchionne,none,none
Marco Rubio's heckler,Democrat,Florida
Ruth Marcus,none,none
Marijuana Policy Project,none,none
Louis Marinelli,Independent,California
Dominick Marino,None,New Jersey
Tom Marino,Republican,Pennsylvania
Jack Markell,Democrat,Delaware
Edward Markey,none,none
Howard Marklein,Republican,Wisconsin
Joshua Marquis,Democrat,Oregon
Dave Marsden,Democrat,Virginia
Jim Marshall,Democrat,Georgia
Bob Marshall,Republican,Virginia
Jim Marston,Organization,Texas
Vicki Martin,Education official,Wisconsin
Curtis Martin,none,none
Stephen Martin,Republican,Virginia
Mike Martinez,Democrat,Texas
Susana Martinez,Republican,New Mexico
Miriam Martinez,Republican,Texas
Trey Martinez Fischer,Democrat,Texas
Merry Marwig ,Democrat,Illinois 
Marylanders to Prevent Gun Violence Education Fund,None,Maryland
Cory Mason,Democrat,Wisconsin
Massachusetts legislature,Democrat,Massachusetts
Jimmie Massie,Republican,Virginia
Mary Matalin,none,none
John Matson,Democrat,Rhode Island
Chris Matthews,none,none
Nicholas Mattiello,Democrat,Rhode Island
Joyce Mauk,None,Texas
Zerlina Maxwell,none,none
Lee May,Democrat,Georgia
Chad Mayes,Republican,California
LaWana Mayfield,Democrat,NC
Debbie Mayfield,none,none
Ally Maynard,None,California
Atlanta Mayor Kasim Reed's Office,None,Georgia
Mayors Against Illegal Guns,none,none
Roman McAllen,Democrat,Texas
Rick McAllister,None,Georgia
Michael McAuliff,none,none
Terry McAuliffe,Democrat,Virginia
Ray McBerry,none,none
Mike McCabe,none,none
John McCain,Republican,Arizona
Meghan McCain,none,none
Matt McCall,Republican,Texas
Chris McCalla,Organization,Georgia
John McCallum,Republican,Georgia
Tere McCann,None,Texas
Tom McCarey,none,none
Kevin McCarthy,Republican,California
Garry McCarthy,none,none
Claire McCaskill,Democrat,Missouri
Betsy McCaughey,none,none
Michael McCaul,Republican,Texas
Stanley McChrystal ,none,none
Tom McClintock,Republican,California
Betty McCollum,Democrat,Minnesota
Bill McCollum,Republican,Florida
Gerald McCormick,Republican,Tennessee
Bill McCoshen,none,none
Thaddeus McCotter,Republican,Michigan
Scott McCown,Democrat,Texas
Steve McCraw,None,Texas
Dan McCready,Democrat,North Carolina
Pat McCrory,Republican,North Carolina
Limberbutt McCubbins,none,none
Allie McCullen,None,Georgia
Ronna McDaniel,none,none
Jim McDermott,Democrat,Washington state
Michael McDonald,Republican,Nevada
Robert McDonald,none,none
Bob McDonnell,Republican,Virginia
Saundra McDowell,Republican,Missouri
Donald McEachin,Democrat,Virginia
Kayleigh McEnany,none,none
Mike McFadden,Republican,Minnesota
Nancy McFarlane,Independent,North Carolina
Yvette McGee Brown,Democrat,Ohio
Kionne McGhee,Democrat,Florida
Heather McGhee,none,none
Katie McGinty,Democrat,Pennsylvania
Tim McGinty,Democrat,Ohio
Chuck McGrady,Republican,North Carolina
Matt McGrath,Democrat,Georgia
Jim McGreevey,Democrat,New Jersey
Patrick McHenry,Republican,North Carolina
Gavin McInnes,none,none
Don McIntire,none,none
Jess McIntosh,none,none
Mike McIntyre,Democrat,North Carolina
Gene McIntyre,none,none
Kenneth McKay,Republican,Rhode Island
Lamar McKay,none,none
Daniel McKee,Democrat,Rhode Island
Diane McKeel,county commissioner,Oregon
Patrick McKenna,None,Missouri
Eugene McKenna,Newsmaker,Rhode Island
Vicki McKenna,none,none
John McKeon,Democrat,New Jersey
Caddy McKeown,none,none
David McKinley,Republican,West Virginia
Robert McKinzie,Democrat,Florida
Josh McKoon,Republican,Georgia
Ann McLane Kuster,Democrat,New Hampshire
Linda McMahon,Republican,Connecticut
Cathy McMorris Rodgers,Republican,Washington state
Nathan McMurray,Democrat,New York
Russell McMurry,None,Georgia
Alex McMurtrie Jr.,Democrat,Virginia
Joseph McNamara,Democrat,Rhode Island
Steve McQueen,none,none
Bill McRaven,None,Texas
Martha McSally,none,none
Desmond Meade,None,Florida
Mark Meadows,none,none
Meals on Wheels of Rhode Island,Organization,Rhode Island
Tom Mechler,Republican,Texas
Meddaily,none,none
Carolyn Medeiros,Newsmaker,Rhode Island
Social Media,none,none
Media Matters,none,none
Media Trackers,none,none
Debra Medina,Republican,Texas
Michael Medved,none,none
Kendrick Meek,Democrat,Florida
Vince Megna,None,Wisconsin
Hemant Mehta,Activist,Illinois
Ari Melber,none,none
Melissa Melendez,none,none
David Mellon,Labor leader,Rhode Island
Lainey Melnick,Democrat,Texas
Helio Melo,Democrat,Rhode Island
Thomas Melsheimer,Democrat,Texas
Craig Melvin,none,none
Coalition To Save Memorial Hospital Birthing Center,None,Rhode Island
Memphis Police Association,Organization,Tennessee
David Menchetti,None,Illinois
Susana Mendoza ,none,none
Robert Menendez,Democrat,New Jersey
Alicia Menendez,none,none
Menendez Facts,none,none
Menominee Indian Tribe of Wisconsin,None,Wisconsin
Ken Mercer,Republican,Texas
Jeff Merkley,Democrat,Oregon
Luke Messer,none,none
Daryl Metcalfe,Republican,Pennsylvania
Metro,none,none
Metro Atlanta Voter Education Network,none,none
Metropolitan North Georgia Water Planning District,none,none
Harold Metts,Democrat,Rhode Island
Ron Meyer,Republican,Virginia
Cynthia Meyer,Republican,Texas
Miami Seaport Alliance,None,Florida
Miami-Dade County,None,Florida
John Mica,Republican,Florida
Dan Micciche,None,Texas
Daniel Mielke,Republican,Wisconsin
Alyssa Milano,none,none
Dana Milbank,None,"Washington, D.C."
Scott Milder,Republican,Texas
David Miliband,none,none
Fran Millar,Republican,Georgia
Joe Miller,Republican,Alaska
Doug Miller,Republican,Texas
Quentin Miller,Democrat,North Carolina
Zell Miller,None,Georgia
Carol Miller,Republican,West Virginia
Mark Miller,Democrat,Wisconsin
Sid Miller,Republican,Texas
Craig Miller,Republican,Florida
Matt Miller,None,California
Stephen Miller,none,none
Kathy Miller,none,none
Butch Miller,Republican,Georgia
Joshua Miller,Democrat,Rhode Island
Jeff Miller,Republican,Florida
Betsy Miller-Jones,None,Oregon
Milwaukee County Board of Supervisors,None,Wisconsin
Milwaukee County Sheriff's Office,none,none
Milwaukee Metropolitan Sewerage District,none,none
Milwaukee Police Association,None,Wisconsin
Milwaukeeans for Self-Governance,none,none
Walt Minnick,Democrat,Idaho
Miscellany Blue,Democrat,New Hampshire
Miss California USA,None,California
Missouri Democratic Party,Democrat,Missouri
Missouri Department of Economic Development,None,Missouri
Missouri GOP,Republican,Missouri
Mahlon Mitchell,none,none
Andrea Mitchell,none,none
Bill Mitchell,Republican,Illinois
B. Heath Mitchell,None,Georgia
Janet Mitchell,None,Texas
Steve Mnuchin,None,New York
Becky Moeller,Democrat,Texas
Chris Moews,Democrat,Wisconsin
Rudy Moise,Democrat,Florida
Marc Molinaro,Republican,New York
Ralph Mollis,Democrat,Rhode Island
